# Coastal Front                  
#                    
# VORTAC HMR                  
4222 1 X 0 150 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC TEB                  
4221 2 X 0 150 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC TRS                  
4220 3 X 0 150 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC VSN                  
4213 4 X 0 50 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC KAS                  
4230 5 X 0 50 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC TNO                  
4217 6 X 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC KOR                  
4218 7 X 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC ODN                  
4216 8 X 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC ALS                  
4215 9 X 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC BKD                  
4210 10 X 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC LWB                  
4211 11 Y 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC FLD                  
4214 12 Y 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC TGL                  
4231 13 X 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# VORTAC GRU                  
4212 14 X 0 80 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#                    
# NATO Carrier (VINSON)                 
51 15 X 0 140 1 225000 118000 0 0 10800 0 0 225025 225050 225075 118025 0 0 0 0
#                    
# RUS Carrier (Kuznetsov)                 
53 16 X 0 150 1 225100 118050 0 0 10805 0 0 225125 225150 225175 118075 0 0 0 0
#                    
# Aalborg                   
52 17 X 1 50 1 225200 118100 10810 10815 0 0 0 225225 225250 0 118125 3703 3701 3702 1
#                    
# Vaerloese                   
4415 18 X 2 50 1 225275 118150 10820 10825 0 0 0 225300 225325 0 118175 3706 3704 3705 2
#                    
# Vandel                   
18 19 X 3 50 1 225350 118200 10830 10835 0 0 0 225375 225400 0 118225 3709 3707 3708 3
#                    
# Bornholm/Rønne                   
16 20 X 4 50 1 225425 118250 10840 10845 0 0 0 225450 225475 0 118275 3712 3710 3711 4
#                    
# Karup                   
5 21 X 5 180 1 225500 118300 10850 10855 0 0 0 225525 225550 0 118325 3715 3713 3714 5
#                    
# Copenhagen Kastrup                   
116 22 X 6 0 1 225575 118350 10860 10865 10870 10875 0 225600 225625 0 118375 3718 3716 3717 6
#                    
# Skrydstrup Airbase                  
1 23 X 7 50 1 225650 118400 10880 10885 0 0 0 225675 225700 0 118425 3721 3719 3720 7
#                    
# Tirstrup                   
1 24 X 8 50 1 225725 118450 10890 10895 0 0 0 225750 225775 0 118475 3724 3722 3723 8
#                    
# Ärna                   
4418 25 X 9 50 1 225800 118500 10900 10905 0 0 0 225825 225850 0 118525 3727 3725 3726 9
#                    
# Ängelholm                   
26 26 X 10 50 1 225875 118550 10910 10915 0 0 0 225900 225925 0 118575 3730 3728 3729 10
#                    
# Göteborg/Landvetter                   
48 27 X 11 80 1 225950 118600 10920 10925 0 0 0 225975 226000 0 118625 3733 3731 3732 11
#                    
# Halmstadt                   
3 28 X 12 50 1 226025 118650 10930 10935 0 0 0 226050 226075 0 118675 3736 3734 3735 12
#                    
# Jönköbing                   
50 29 X 13 80 1 226100 118700 10940 10945 0 0 0 226125 226150 0 118725 3739 3737 3738 13
#                    
# Kalmar                   
6 30 X 14 50 1 226175 118750 10945 10950 0 0 0 226200 226225 0 118775 3742 3740 3741 14
#                    
# Karlsborg                   
4416 31 X 15 50 1 226250 118800 10950 10955 0 0 0 226275 226300 0 118825 3745 3743 3744 15
#                    
# Kristianstad                   
19 32 X 16 50 1 226325 118850 10955 10960 0 0 0 226350 226375 0 118875 3748 3746 3747 16
#                    
# Ljungbyhed                   
9 33 X 17 50 1 226400 118900 10960 10965 0 0 0 226425 226450 0 118925 3751 3749 3750 17
#                    
# Malmen                   
4417 34 X 18 50 1 226475 118950 10965 10970 0 0 0 226500 226525 0 118975 3754 3752 3753 18
#                    
# Malmö                   
117 35 X 19 50 1 226550 119000 10970 10975 0 0 0 226575 226600 0 119025 3757 3755 3756 19
#                    
# Norrkoping                   
